ubbContent,capacity,time,floor,type,pasterid,secret,signature,htmlContent,effect,content,nick,bmp,pubtime,modifytime,uin,nickname,id
是的，我的心态还不够稳重，遇到一些事情总是会兴奋与激动，从而影响了自己的一些行为，比如兴奋得连午睡都睡不着。。现在情绪很low，看点综艺片开心下吧。。,5826,,732,0,,0,,是的，我的心态还不够稳重，遇到一些事情总是会兴奋与激动，从而影响了自己的一些行为，比如兴奋得连午睡都睡不着。。现在情绪很low，看点综艺片开心下吧。。,4194304,,,98d595840840a201,2017/6/10 1:59,0,376976240,骑行小蜗游,1000050510
"上了？
[quote]引自：游哥哥  于 2017-05-29 22:47:43 发表的留言
引用内容：

还是好好准备一下吧，万一面上了呢？[\/quote]",5806,1496479232,731,0,,0,,上了？\u003Cbr  \/>\u003Cdiv class=\u0022comment_quote bor\u0022>引自：游哥哥&nbsp;&nbsp;于&nbsp;2017-05-29&nbsp;22:47:43&nbsp;发表的留言\u003Cbr  \/>引用内容：\u003Cbr  \/>\u003Cbr  \/>还是好好准备一下吧，万一面上了呢？\u003C\/div>,32,还不清楚，星期五下午面的。。,骑行小蜗游,188095a10002e101,2017/6/3 15:20,0,371312563,明明,1000050509
还是好好准备一下吧，万一面上了呢？,5939,,730,0,,0,,还是好好准备一下吧，万一面上了呢？,4194304,,,98d595840840a201,2017/5/29 22:47,0,376976240,骑行小蜗游,1000050508
同感+1 感觉身边人大多都是顺风顺水，买车买房结婚生娃出国游，自己还处在努力脱贫阶段以及感情方面烦心事。内心也会很浮躁和不安，我目前的方法很简单:多给自己填充点事情充实自己。比如看书，停用了朋友圈，听喜马拉雅FM高质量内容，录自学网发布课程等，让自己不要太多去想这些烦心事。,5705,,729,0,,0,,同感+1&nbsp;感觉身边人大多都是顺风顺水，买车买房结婚生娃出国游，自己还处在努力脱贫阶段以及感情方面烦心事。内心也会很浮躁和不安，我目前的方法很简单:多给自己填充点事情充实自己。比如看书，停用了朋友圈，听喜马拉雅FM高质量内容，录自学网发布课程等，让自己不要太多去想这些烦心事。,4194304,,,b8d095800100e209,2017/5/25 8:27,0,570381449,舒清,1000050507
"身边的人辉腾煌达，总能刺激下心中的自己，但却也只会刺激一会儿。。过段时间就忘记了[em]e100[\/em][em]e100[\/em][em]e100[\/em]
股票亏损，屁事繁多，脑壳痛！",5825,,728,0,,0,,身边的人辉腾煌达，总能刺激下心中的自己，但却也只会刺激一会儿。。过段时间就忘记了\u003Cimg src=\u0022\/qzone\/em\/e100.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e100.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e100.gif\u0022  \/>\u003Cwbr  \/>\u003Cbr  \/>股票亏损，屁事繁多，脑壳痛！,4194304,,,98d595840840a201,2017/5/23 20:27,0,376976240,骑行小蜗游,1000050506
美丽的秘密花园,5959,,727,0,,0,,美丽的秘密花园,4194304,,,188095a10002e101,2017/5/21 15:48,0,371312563,明明,1000050505
太多的事情等着我去做，太多的弱点等着我去克服~！,5926,,726,0,,0,,太多的事情等着我去做，太多的弱点等着我去克服~！,0,,,98d595840840a201,2017/5/1 23:41,0,376976240,骑行小蜗游,1000050504
现在这个样子，不算差，但是，你应该知道，你本可以更好的[em]e401190[\/em][em]e401190[\/em][em]e401190[\/em],5871,,725,0,,0,,现在这个样子，不算差，但是，你应该知道，你本可以更好的\u003Cimg src=\u0022\/qzone\/em\/e401190.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e401190.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e401190.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,98d595840840a201,2017/4/4 9:47,0,376976240,骑行小蜗游,1000050503
不禁又记起某位德高望重的长者在参加母校上海交大校庆时说过一句话：人的命运啊，当然要靠自身努力，有些时候也要考虑到历史的进程。,5849,,724,0,,0,,不禁又记起某位德高望重的长者在参加母校上海交大校庆时说过一句话：人的命运啊，当然要靠自身努力，有些时候也要考虑到历史的进程。,0,,,98d595840840a201,2017/4/3 13:20,0,376976240,骑行小蜗游,1000050502
上当不是别人太狡猾，而是自己太贪婪。,5937,,723,0,,0,,上当不是别人太狡猾，而是自己太贪婪。,4194304,,,98d595840840a201,2017/3/27 20:43,0,376976240,骑行小蜗游,1000050501
"最近在看一部电视剧，ssssslth,作为观众，有些片段是站在上帝视角看的，昨天看32集里，素锦的婢女去传话，回来时，刻意把一些话说得很很严重，而素锦也一厢情愿的相信她说的就是真的。当然，这样的段子多了去了，当然，也就只有站在上帝视角的观众才知道她说的话几分真，这也告诉你，很多事情，别人想怎么说就怎么说，人们更愿意相信他们自认为的事实。
另外，当这婢女去青丘传话时，青丘群众的反应是对她感到厌恶，并转而开始怨恨天宫，还提到太子未婚就带个小孩过来。虽然这小孩真是青丘的骨肉，可是民众并不知情，于是民众的情绪就被煽动。 很多时候，大部分民众是分不清对错的，很容易就被带了一波节奏。民众往往用自己所看到来判断事实的真相，而他们他们很少意识到或者说不愿去想 其实所看到的确往往有限，有限的视角会影响你对整个格局的判断。
对，其实我也是民众！你知道我想表达什么吧[em]e100[\/em][em]e100[\/em]",5208,,722,0,,0,,"最近在看一部电视剧，ssssslth,作为观众，有些片段是站在上帝视角看的，昨天看32集里，素锦的婢女去传话，回来时，刻意把一些话说得很很严重，而素锦也一厢情愿的相信她说的就是真的。当然，这样的段子多了去了，当然，也就只有站在上帝视角的观众才知道她说的话几分真，这也告诉你，很多事情，别人想怎么说就怎么说，人们更愿意相信他们自认为的事实。\u003Cbr  \/>另外，当这婢女去青丘传话时，青丘群众的反应是对她感到厌恶，并转而开始怨恨天宫，还提到太子未婚就带个小孩过来。虽然这小孩真是青丘的骨肉，可是民众并不知情，于是民众的情绪就被煽动。&nbsp;很多时候，大部分民众是分不清对错的，很容易就被带了一波节奏。民众往往用自己所看到来判断事实的真相，而他们他们很少意识到或者说不愿去想&nbsp;其实所看到的确往往有限，有限的视角会影响你对整个格局的判断。\u003Cbr  \/>对，其实我也是民众！你知道我想表达什么吧\u003Cimg src=\u0022\/qzone\/em\/e100.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e100.gif\u0022  \/>\u003Cwbr  \/>",4194304,,,98d595840840a201,2017/2/22 7:45,0,376976240,骑行小蜗游,1000050500
"看微博时刚好看到了2009年时勒布朗詹姆斯的季后赛视频，那个时候的詹姆斯简直无所不能，一个人扛着全队前进，09年东部决赛对阵魔术的第二场，那时候的我还是高二，还没手机，好几个人挤在一起用同学的nokia手机看着文字直播，终场前最后一秒，骑士落后两分，james弧顶接球投出，然后 我们那一小戳人，燃爆了整个教室，对，不只是我们教室，还有在看直播的其他教室的人，因为他完成了一记我至今也不会忘记的绝杀。  可纵使那一年的詹姆斯犹如天神下凡，却最终输掉了系列赛，那一年我真的很伤心[快哭了][快哭了][快哭了]，他越是努力，就越显得那些努力是多么的苍白无力[抓狂][抓狂][抓狂]！即使现在他已经三夺总冠军了，可是今天看到那段视频时，依旧会为之感慨。
岁月不饶人，你也许不会再像09年那样突破，跑位，跳跃了，但是真的很感谢你，让我在那个时候，看到了什么是全力以赴的你！[愉快]",5237,,721,0,,0,,看微博时刚好看到了2009年时勒布朗詹姆斯的季后赛视频，那个时候的詹姆斯简直无所不能，一个人扛着全队前进，09年东部决赛对阵魔术的第二场，那时候的我还是高二，还没手机，好几个人挤在一起用同学的nokia手机看着文字直播，终场前最后一秒，骑士落后两分，james弧顶接球投出，然后&nbsp;我们那一小戳人，燃爆了整个教室，对，不只是我们教室，还有在看直播的其他教室的人，因为他完成了一记我至今也不会忘记的绝杀。&nbsp;&nbsp;可纵使那一年的詹姆斯犹如天神下凡，却最终输掉了系列赛，那一年我真的很伤心[快哭了][快哭了][快哭了]，他越是努力，就越显得那些努力是多么的苍白无力[抓狂][抓狂][抓狂]！即使现在他已经三夺总冠军了，可是今天看到那段视频时，依旧会为之感慨。\u003Cbr  \/>岁月不饶人，你也许不会再像09年那样突破，跑位，跳跃了，但是真的很感谢你，让我在那个时候，看到了什么是全力以赴的你！[愉快],4194304,,,98d595840840a201,2017/2/7 23:03,0,376976240,骑行小蜗游,1000050499
"qq每天只是挂着，基本不怎么在这上面写东西了。新年到了，写了些要做的事情和要改变的东西。记录在留言板上吧。
 1，个人形象一定要开始注意，尤其是着装搭配方面;2，坚持锻炼身体，不然会反弹;3，多思考，把事情和问题想得深入一点，多动动脑子;4，把文档，事情归类分好;5，尝试做一些不敢做的事情，包括与人沟通交流方面;6，做事，说话，多多思考;

有补充就继续添加",5628,,720,0,,0,,qq每天只是挂着，基本不怎么在这上面写东西了。新年到了，写了些要做的事情和要改变的东西。记录在留言板上吧。\u003Cbr  \/>&nbsp;1，个人形象一定要开始注意，尤其是着装搭配方面;2，坚持锻炼身体，不然会反弹;3，多思考，把事情和问题想得深入一点，多动动脑子;4，把文档，事情归类分好;5，尝试做一些不敢做的事情，包括与人沟通交流方面;6，做事，说话，多多思考;\u003Cbr  \/>\u003Cbr  \/>有补充就继续添加,0,,,98d595840840a201,2017/2/6 23:11,0,376976240,骑行小蜗游,1000050498
从金证离职，表面上我是损失了一个月工资，1万的年终奖，然后加上这次1万块的投保奖金和后来涨的工资，大概就三四万吧。但实际上，我原先所在金证的那个部门因为邓哥，高俊，王涛，包括我等一些老员工的离去，损失远远大于它少支出的工资。我虽然少拿了金证的这些工资，但是正因为我们的离去，才有了能和金证报表产品部抗衡的资本。只说我一个人，金证可以少付给我4万块工资，但是它的损失确远远不止这些。换上来的领导不得人心，老员工怨声载道，更要他命的是，我们可以借此机会成长甚至从它手上抢下部分市场，这是一波机会，看我们能不能把握住了。加油！,5456,,719,0,,0,,从金证离职，表面上我是损失了一个月工资，1万的年终奖，然后加上这次1万块的投保奖金和后来涨的工资，大概就三四万吧。但实际上，我原先所在金证的那个部门因为邓哥，高俊，王涛，包括我等一些老员工的离去，损失远远大于它少支出的工资。我虽然少拿了金证的这些工资，但是正因为我们的离去，才有了能和金证报表产品部抗衡的资本。只说我一个人，金证可以少付给我4万块工资，但是它的损失确远远不止这些。换上来的领导不得人心，老员工怨声载道，更要他命的是，我们可以借此机会成长甚至从它手上抢下部分市场，这是一波机会，看我们能不能把握住了。加油！,4194304,,,98d595840840a201,2017/1/4 20:08,0,376976240,骑行小蜗游,1000050497
刚进金证时的我们，好像大家都差不多，然而两年半之后，有的年薪30万了，有的还在做着蓝领活，难道我们进来时，真的差不多么？还是工作时，别人做了不为人知的努力呢！我从来都是在追赶，不曾站在过他们的角度思考过问题，然而，我就是我，没必要成为谁谁谁一样的人！,5725,,718,0,,0,,刚进金证时的我们，好像大家都差不多，然而两年半之后，有的年薪30万了，有的还在做着蓝领活，难道我们进来时，真的差不多么？还是工作时，别人做了不为人知的努力呢！我从来都是在追赶，不曾站在过他们的角度思考过问题，然而，我就是我，没必要成为谁谁谁一样的人！,4194304,,,98d595840840a201,2016/12/19 23:58,0,376976240,骑行小蜗游,1000050496
越来越多的软件开始收费了，不过，我也开始慢慢接受付费的模式了，比如从去年的买UE，今年买腾讯nba会员，确实，付费的东西在用户体验上好太多，现在为知笔记也收费了，蓝灯也收费了，不过费用相对来说也不算贵，如果真有需要，没必要为了那每个月几十块钱而浪费自己的时间和得到一个相对没那么好的用户体验吧。,5684,,717,0,,0,,越来越多的软件开始收费了，不过，我也开始慢慢接受付费的模式了，比如从去年的买UE，今年买腾讯nba会员，确实，付费的东西在用户体验上好太多，现在为知笔记也收费了，蓝灯也收费了，不过费用相对来说也不算贵，如果真有需要，没必要为了那每个月几十块钱而浪费自己的时间和得到一个相对没那么好的用户体验吧。,4194304,,,98d595840840a201,2016/12/13 7:56,0,376976240,骑行小蜗游,1000050495
这样浪费着时间真的好么？真的不给自己下一个制度，听之任之么？,5913,,716,0,,0,,这样浪费着时间真的好么？真的不给自己下一个制度，听之任之么？,0,,,98d595840840a201,2016/12/12 23:31,0,376976240,骑行小蜗游,1000050494
现在确实是一个比较好的机会，但是要把握住这一个机会也不是那么简单的事情，做一款好的产品，也不是那么简单的事情。加油吧~！,5854,,715,0,,0,,现在确实是一个比较好的机会，但是要把握住这一个机会也不是那么简单的事情，做一款好的产品，也不是那么简单的事情。加油吧~！,0,,,98d595840840a201,2016/12/6 21:18,0,376976240,骑行小蜗游,1000050493
"今年上半年，我同事的一同学，辞掉了空调安装的工作，来深圳的一家培训机构学习，然后9月份学完，在十月底找了个外包公司被外派到华为做软件。薪资10K。。想想自己，一毕业就算是从事IT工作，并且也算是在有头有脸的金证，努力工作了两年，跳个槽，也就11K的工资。。难道真因为经济下行，360行，行行跳槽搞IT？
不过想想，我也算是培训机构出来的人，不过我也是经过了两年工作历练的人了。那么我和他们比，我到底有什么优势？我具有哪些那些只从培训机构出来的人不具有的能力呢？如果我找不到的话，我没有资格看不起他们！！！自己努力看着办吧。",5465,,714,0,,0,,今年上半年，我同事的一同学，辞掉了空调安装的工作，来深圳的一家培训机构学习，然后9月份学完，在十月底找了个外包公司被外派到华为做软件。薪资10K。。想想自己，一毕业就算是从事IT工作，并且也算是在有头有脸的金证，努力工作了两年，跳个槽，也就11K的工资。。难道真因为经济下行，360行，行行跳槽搞IT？\u003Cbr  \/>不过想想，我也算是培训机构出来的人，不过我也是经过了两年工作历练的人了。那么我和他们比，我到底有什么优势？我具有哪些那些只从培训机构出来的人不具有的能力呢？如果我找不到的话，我没有资格看不起他们！！！自己努力看着办吧。,0,,,98d595840840a201,2016/11/15 22:21,0,376976240,骑行小蜗游,1000050492
"年龄越来越大，却发现自己想法越来越少。。
焦虑
每次一和我妈打电话，聊到与钱相关的话题时， 总觉得头上悬着一把达摩克利斯之剑，母亲总是觉得自己没有能力，生怕没了工作，又想到自己没有养老金，总是捉急。而我，收入看似虽高，却也满足不了日渐增长的欲求。母亲其实是怕自己没了工作，而给我增加了压力，而我担心的正是母亲想多了的这一点。生怕她因为担心没了工作，而急出病来。。可预见的很长时间内，我将背负着卸载不掉的压力。。我其实并不会觉得有什么不公平，因为我觉得我已经算是很幸运了。。
然而，我却很担心现在的自己，因为我发现自己的日子与工作开始有些得过起过了。工作上没有太多压力，有足够的时间完成自己手上的事情，可是却没有了多余的动力学习。虽然自己不想再继续待在这家外包公司了，可是我却没有为这个想法去付出什么努力。我以为是我累了，需要放松下，才能更好的投入学习状态中，于是国庆骑行了海南，上周出游了澳门，可是回来还是一样，态度上还是没有什么变化。游澳门时看到那充满欲望的都市，自己也想过着这里的生活，可是并没有怎么刺激到我，只不过是身在其中感触深罢了，出来后并没有什么区别。
慢慢的，我发现了一个问题。我的想法变得越来越少了。。为什么这么说？这样的日子，之前也有过，但是自己还是知道有哪些事情要做，然而现在，自己根本不知道自己要做哪些事情，都没有列举出来。比如学什么技术，锻炼身体，跑步，健身等等。自己都不想自己要做什么，怎么可能在空闲的时间做提升自己呢？
其实很简单，就是想赚更多的钱，然而，如果不学习，光靠想是远远行不通的。从毕业到现在，如果把接下来的生涯看做是异常跑步，现在已经短跑了两年多了，过了爆发力最强劲的那段时间，开始靠着耐力在坚持与前行时，就开始懒惰了，时不时的想停下来休息下，而且发现，不仅自己，旁边也有很多人在休息，自己就更加缺失动力。可是眼里却自动过滤了那些跑得很快的人。。停下来想重新起跑却发现是一件多么费体力的事情啊。。前段时间，也算是高速奔跑，积累了点点优势，慢慢的，再不跑，后面的压力追赶了上来，我可能就真的很难过了。。加油把少年，你有很多事情可做。
你现在可做的事情有，数据库优化的继续学习，整理当前工作的笔记，基金从业资格考试，数据库的数据跨库迁移，跑步，骑车。ETL工具学习。BI报表开发了解。先列举这些事情，重要程度按顺序所排。 ",4022,,713,0,,0,,年龄越来越大，却发现自己想法越来越少。。\u003Cbr  \/>焦虑\u003Cbr  \/>每次一和我妈打电话，聊到与钱相关的话题时，&nbsp;总觉得头上悬着一把达摩克利斯之剑，母亲总是觉得自己没有能力，生怕没了工作，又想到自己没有养老金，总是捉急。而我，收入看似虽高，却也满足不了日渐增长的欲求。母亲其实是怕自己没了工作，而给我增加了压力，而我担心的正是母亲想多了的这一点。生怕她因为担心没了工作，而急出病来。。可预见的很长时间内，我将背负着卸载不掉的压力。。我其实并不会觉得有什么不公平，因为我觉得我已经算是很幸运了。。\u003Cbr  \/>然而，我却很担心现在的自己，因为我发现自己的日子与工作开始有些得过起过了。工作上没有太多压力，有足够的时间完成自己手上的事情，可是却没有了多余的动力学习。虽然自己不想再继续待在这家外包公司了，可是我却没有为这个想法去付出什么努力。我以为是我累了，需要放松下，才能更好的投入学习状态中，于是国庆骑行了海南，上周出游了澳门，可是回来还是一样，态度上还是没有什么变化。游澳门时看到那充满欲望的都市，自己也想过着这里的生活，可是并没有怎么刺激到我，只不过是身在其中感触深罢了，出来后并没有什么区别。\u003Cbr  \/>慢慢的，我发现了一个问题。我的想法变得越来越少了。。为什么这么说？这样的日子，之前也有过，但是自己还是知道有哪些事情要做，然而现在，自己根本不知道自己要做哪些事情，都没有列举出来。比如学什么技术，锻炼身体，跑步，健身等等。自己都不想自己要做什么，怎么可能在空闲的时间做提升自己呢？\u003Cbr  \/>其实很简单，就是想赚更多的钱，然而，如果不学习，光靠想是远远行不通的。从毕业到现在，如果把接下来的生涯看做是异常跑步，现在已经短跑了两年多了，过了爆发力最强劲的那段时间，开始靠着耐力在坚持与前行时，就开始懒惰了，时不时的想停下来休息下，而且发现，不仅自己，旁边也有很多人在休息，自己就更加缺失动力。可是眼里却自动过滤了那些跑得很快的人。。停下来想重新起跑却发现是一件多么费体力的事情啊。。前段时间，也算是高速奔跑，积累了点点优势，慢慢的，再不跑，后面的压力追赶了上来，我可能就真的很难过了。。加油把少年，你有很多事情可做。\u003Cbr  \/>你现在可做的事情有，数据库优化的继续学习，整理当前工作的笔记，基金从业资格考试，数据库的数据跨库迁移，跑步，骑车。ETL工具学习。BI报表开发了解。先列举这些事情，重要程度按顺序所排。&nbsp;,0,,,98d595840840a201,2016/11/15 21:32,2016/11/15 21:55,376976240,骑行小蜗游,1000050491
"澳门之行
本次是第三次澳门之行，主要算是陪着高中同学游览一下澳门吧。本来想去娱乐场感受下，最后也没有去成，纯粹的暴走加购物模式了。。虽然这些地方之前都已经去过了。。人多了，还是要互相迁就下的勒。
本次去澳门，除了大三巴那边，氹仔这边的超豪华酒店里的人感觉比之前少了很多了。归其原因，应该是1，国家总体经济下行，来澳门旅游的人少了。 2，氹仔的度假酒店越来越多。比我上次来多了几个超大型酒店，如巴黎人，新濠影汇，永利皇宫等。这些酒店分摊了不少游客了。可是澳门的繁华程度却不减当年。富人们用钱堆积起来的玩具也越来越多。灯光纸醉金迷，分毫不减。一个充满着欲望的都市，让人蠢蠢欲动。看着别人一两万一个的筹码在赌桌上扔来扔去，而在自己的脑海里却折算成了一个月，一年，甚至更长时间的工资，而这些筹码在他们眼里，可能就是个数字，对，仅仅是数字而已。。
是的，我需要多么努力，才能把钱仅仅看成一个数字啊。。弥红灯下的我，是否能尽快找到自己的方向，努力前行呢？ ",5133,,712,0,,0,,澳门之行\u003Cbr  \/>本次是第三次澳门之行，主要算是陪着高中同学游览一下澳门吧。本来想去娱乐场感受下，最后也没有去成，纯粹的暴走加购物模式了。。虽然这些地方之前都已经去过了。。人多了，还是要互相迁就下的勒。\u003Cbr  \/>本次去澳门，除了大三巴那边，氹仔这边的超豪华酒店里的人感觉比之前少了很多了。归其原因，应该是1，国家总体经济下行，来澳门旅游的人少了。&nbsp;2，氹仔的度假酒店越来越多。比我上次来多了几个超大型酒店，如巴黎人，新濠影汇，永利皇宫等。这些酒店分摊了不少游客了。可是澳门的繁华程度却不减当年。富人们用钱堆积起来的玩具也越来越多。灯光纸醉金迷，分毫不减。一个充满着欲望的都市，让人蠢蠢欲动。看着别人一两万一个的筹码在赌桌上扔来扔去，而在自己的脑海里却折算成了一个月，一年，甚至更长时间的工资，而这些筹码在他们眼里，可能就是个数字，对，仅仅是数字而已。。\u003Cbr  \/>是的，我需要多么努力，才能把钱仅仅看成一个数字啊。。弥红灯下的我，是否能尽快找到自己的方向，努力前行呢？&nbsp;,4194304,,,98d595840840a201,2016/11/15 13:39,2016/11/15 22:12,376976240,骑行小蜗游,1000050490
"突然间记回忆起仙剑四里的一句话，  人能够按照自己的意愿选择生死，是一件很伟大的事情。。
就如同现在，人能如果够按照自己的意愿选择做什么，应该也是一件幸福的事情吧。 。",5808,,711,0,,0,,突然间记回忆起仙剑四里的一句话，&nbsp;&nbsp;人能够按照自己的意愿选择生死，是一件很伟大的事情。。\u003Cbr  \/>就如同现在，人能如果够按照自己的意愿选择做什么，应该也是一件幸福的事情吧。&nbsp;。,0,,,98d595840840a201,2016/11/9 19:57,0,376976240,骑行小蜗游,1000050489
"如果人生而平庸，至少有一刻，你也曾万众瞩目。
我那万众瞩目的一刻将何时出现呢？",5896,,710,0,,0,,如果人生而平庸，至少有一刻，你也曾万众瞩目。\u003Cbr  \/>我那万众瞩目的一刻将何时出现呢？,4194304,,,98d595840840a201,2016/11/1 0:15,0,376976240,骑行小蜗游,1000050488
噢噢  已经25岁咯。。年龄到了25，心理年龄，综合见识到25了么？,5913,,709,0,,0,,噢噢&nbsp;&nbsp;已经25岁咯。。年龄到了25，心理年龄，综合见识到25了么？,0,,,98d595840840a201,2016/10/23 12:28,0,376976240,骑行小蜗游,1000050487
